#    L    TT             EE             TE             PP             TP          
   237   0.579550E+04   0.128436E+01   0.358444E+02   0.252768E+07  -0.309140E+04
   238   0.578796E+04   0.132998E+01   0.375064E+02   0.251388E+07  -0.305912E+04
   239   0.577989E+04   0.137737E+01   0.391714E+02   0.250020E+07  -0.302730E+04
   240   0.577108E+04   0.142661E+01   0.408372E+02   0.248664E+07  -0.299593E+04
   241   0.576181E+04   0.147783E+01   0.425046E+02   0.247318E+07  -0.296500E+04
   242   0.575193E+04   0.153089E+01   0.441730E+02   0.245984E+07  -0.293450E+04
   243   0.574145E+04   0.158594E+01   0.458409E+02   0.244661E+07  -0.290442E+04
   244   0.573036E+04   0.164291E+01   0.475093E+02   0.243349E+07  -0.287475E+04
   245   0.571867E+04   0.170186E+01   0.491751E+02   0.242047E+07  -0.284548E+04
   246   0.570644E+04   0.176281E+01   0.508400E+02   0.240756E+07  -0.281660E+04
   247   0.569367E+04   0.182567E+01   0.525018E+02   0.239475E+07  -0.278810E+04
   248   0.568030E+04   0.189083E+01   0.541606E+02   0.238204E+07  -0.275997E+04
   249   0.566645E+04   0.195775E+01   0.558158E+02   0.236943E+07  -0.273220E+04
   250   0.565200E+04   0.202688E+01   0.574658E+02   0.235692E+07  -0.270478E+04
   251   0.563707E+04   0.209793E+01   0.591116E+02   0.234451E+07  -0.267770E+04
   252   0.562146E+04   0.217114E+01   0.607517E+02   0.233220E+07  -0.265095E+04
   253   0.560552E+04   0.224628E+01   0.623845E+02   0.231998E+07  -0.262454E+04
   254   0.558897E+04   0.232367E+01   0.640099E+02   0.230785E+07  -0.259846E+04
   255   0.557187E+04   0.240302E+01   0.656281E+02   0.229582E+07  -0.257270E+04
   256   0.555430E+04   0.248471E+01   0.672390E+02   0.228388E+07  -0.254727E+04
   257   0.553625E+04   0.256831E+01   0.688343E+02   0.227204E+07  -0.252215E+04
   258   0.551765E+04   0.265420E+01   0.704268E+02   0.226029E+07  -0.249736E+04
   259   0.549858E+04   0.274224E+01   0.720014E+02   0.224862E+07  -0.247287E+04
   260   0.547911E+04   0.283243E+01   0.735731E+02   0.223705E+07  -0.244870E+04
   261   0.545909E+04   0.292473E+01   0.751196E+02   0.222557E+07  -0.242484E+04
   262   0.543851E+04   0.301935E+01   0.766631E+02   0.221417E+07  -0.240127E+04
   263   0.541775E+04   0.311610E+01   0.781961E+02   0.220287E+07  -0.237801E+04
   264   0.539636E+04   0.321505E+01   0.797112E+02   0.219165E+07  -0.235505E+04
   265   0.537441E+04   0.331613E+01   0.812010E+02   0.218051E+07  -0.233238E+04
   266   0.535213E+04   0.341959E+01   0.826878E+02   0.216947E+07  -0.231000E+04
