#    L    TT             EE             BB             TE          
   182    0.49817E+01    0.31790E-01    0.14843E-01    0.14125E+00
   183    0.50828E+01    0.30958E-01    0.14601E-01    0.14438E+00
   184    0.51875E+01    0.30146E-01    0.14370E-01    0.14691E+00
   185    0.52952E+01    0.29353E-01    0.14152E-01    0.14886E+00
   186    0.54052E+01    0.28579E-01    0.13946E-01    0.15025E+00
   187    0.55171E+01    0.27826E-01    0.13752E-01    0.15111E+00
   188    0.56303E+01    0.27092E-01    0.13569E-01    0.15146E+00
   189    0.57442E+01    0.26379E-01    0.13397E-01    0.15132E+00
   190    0.58583E+01    0.25688E-01    0.13236E-01    0.15072E+00
   191    0.59719E+01    0.25017E-01    0.13085E-01    0.14968E+00
   192    0.60846E+01    0.24369E-01    0.12944E-01    0.14822E+00
   193    0.61957E+01    0.23742E-01    0.12814E-01    0.14638E+00
   194    0.63048E+01    0.23138E-01    0.12693E-01    0.14416E+00
   195    0.64112E+01    0.22557E-01    0.12582E-01    0.14161E+00
   196    0.65144E+01    0.21999E-01    0.12479E-01    0.13873E+00
   197    0.66138E+01    0.21465E-01    0.12386E-01    0.13556E+00
   198    0.67089E+01    0.20955E-01    0.12301E-01    0.13211E+00
   199    0.67991E+01    0.20469E-01    0.12225E-01    0.12842E+00
   200    0.68838E+01    0.20008E-01    0.12156E-01    0.12450E+00
   201    0.69626E+01    0.19572E-01    0.12095E-01    0.12038E+00
   202    0.70355E+01    0.19161E-01    0.12042E-01    0.11607E+00
   203    0.71025E+01    0.18774E-01    0.11996E-01    0.11158E+00
   204    0.71639E+01    0.18410E-01    0.11958E-01    0.10691E+00
   205    0.72196E+01    0.18070E-01    0.11926E-01    0.10209E+00
   206    0.72698E+01    0.17752E-01    0.11900E-01    0.97109E-01
   207    0.73146E+01    0.17456E-01    0.11881E-01    0.91989E-01
   208    0.73541E+01    0.17182E-01    0.11868E-01    0.86736E-01
   209    0.73884E+01    0.16928E-01    0.11860E-01    0.81361E-01
