#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.298679E+00   0.490988E+06   0.488238E+06  -0.973522E-01   0.336116E+00   0.694617E+04   0.488237E+06   0.490526E+06   0.488237E+06  -0.110201E-01   0.239254E+06   0.239221E+06   0.369148E-01
   0.305022E+00   0.477304E+06   0.474707E+06  -0.238957E-01   0.313310E+00   0.651500E+04   0.474642E+06   0.476868E+06   0.474642E+06  -0.107133E-01   0.232592E+06   0.232560E+06   0.343933E-01
   0.311364E+00   0.464470E+06   0.462019E+06  -0.665719E-01   0.292599E+00   0.612064E+04   0.461891E+06   0.464058E+06   0.461891E+06  -0.104254E-01   0.226343E+06   0.226313E+06   0.320960E-01
   0.317706E+00   0.451872E+06   0.449538E+06  -0.811803E-01   0.273416E+00   0.575225E+04   0.449371E+06   0.451481E+06   0.449371E+06  -0.101429E-01   0.220208E+06   0.220180E+06   0.301876E-01
   0.324049E+00   0.439164E+06   0.436908E+06  -0.451868E-01   0.255428E+00   0.540359E+04   0.436734E+06   0.438785E+06   0.436734E+06  -0.985762E-02   0.214016E+06   0.213988E+06   0.287020E-01
   0.330391E+00   0.426312E+06   0.424101E+06  -0.714012E-01   0.238523E+00   0.507292E+04   0.423949E+06   0.425941E+06   0.423949E+06  -0.956905E-02   0.207751E+06   0.207724E+06   0.275577E-01
   0.336733E+00   0.413538E+06   0.411351E+06  -0.784276E-01   0.222738E+00   0.476162E+04   0.411238E+06   0.413171E+06   0.411238E+06  -0.928214E-02   0.201522E+06   0.201496E+06   0.266090E-01
   0.343076E+00   0.401177E+06   0.399012E+06  -0.130101E-01   0.208161E+00   0.447214E+04   0.398938E+06   0.400813E+06   0.398938E+06  -0.900451E-02   0.195495E+06   0.195469E+06   0.257063E-01
   0.349418E+00   0.389534E+06   0.387400E+06   0.105247E-01   0.194846E+00   0.420622E+04   0.387354E+06   0.389176E+06   0.387354E+06  -0.874305E-02   0.189819E+06   0.189793E+06   0.247452E-01
   0.355760E+00   0.378775E+06   0.376690E+06  -0.297451E-01   0.182769E+00   0.396383E+04   0.376652E+06   0.378425E+06   0.376652E+06  -0.850151E-02   0.184575E+06   0.184550E+06   0.236885E-01
   0.362103E+00   0.368888E+06   0.366868E+06  -0.401600E-01   0.171818E+00   0.374307E+04   0.366823E+06   0.368549E+06   0.366823E+06  -0.827964E-02   0.179758E+06   0.179734E+06   0.225617E-01
   0.368445E+00   0.359717E+06   0.357771E+06  -0.268137E-01   0.161830E+00   0.354080E+04   0.357707E+06   0.359391E+06   0.357707E+06  -0.807387E-02   0.175291E+06   0.175267E+06   0.214286E-01
   0.374787E+00   0.351031E+06   0.349158E+06  -0.395379E-01   0.152624E+00   0.335343E+04   0.349072E+06   0.350716E+06   0.349072E+06  -0.787899E-02   0.171060E+06   0.171037E+06   0.203598E-01
   0.381130E+00   0.342608E+06   0.340800E+06  -0.414199E-01   0.144047E+00   0.317787E+04   0.340700E+06   0.342305E+06   0.340700E+06  -0.769001E-02   0.166957E+06   0.166935E+06   0.194063E-01
   0.387472E+00   0.334308E+06   0.332551E+06  -0.159557E-01   0.135994E+00   0.301204E+04   0.332447E+06   0.334013E+06   0.332447E+06  -0.750373E-02   0.162913E+06   0.162891E+06   0.185859E-01
   0.393814E+00   0.326087E+06   0.324369E+06  -0.172557E-01   0.128412E+00   0.285497E+04   0.324271E+06   0.325799E+06   0.324271E+06  -0.731918E-02   0.158906E+06   0.158885E+06   0.178833E-01
   0.400157E+00   0.317994E+06   0.316306E+06  -0.405076E-01   0.121285E+00   0.270654E+04   0.316219E+06   0.317710E+06   0.316219E+06  -0.713746E-02   0.154961E+06   0.154940E+06   0.172619E-01
   0.406499E+00   0.310125E+06   0.308464E+06  -0.359171E-01   0.114621E+00   0.256702E+04   0.308392E+06   0.309846E+06   0.308392E+06  -0.696079E-02   0.151125E+06   0.151105E+06   0.166796E-01
   0.412841E+00   0.302582E+06   0.300950E+06  -0.212865E-01   0.108423E+00   0.243668E+04   0.300889E+06   0.302308E+06   0.300889E+06  -0.679143E-02   0.147449E+06   0.147429E+06   0.161030E-01
   0.419184E+00   0.295428E+06   0.293829E+06  -0.230503E-01   0.102680E+00   0.231542E+04   0.293774E+06   0.295160E+06   0.293774E+06  -0.663083E-02   0.143962E+06   0.143942E+06   0.155157E-01
   0.425526E+00   0.288672E+06   0.287111E+06  -0.214442E-01   0.973634E-01   0.220276E+04   0.287055E+06   0.288410E+06   0.287055E+06  -0.647919E-02   0.140670E+06   0.140651E+06   0.149192E-01
   0.431868E+00   0.282271E+06   0.280752E+06  -0.117488E-01   0.924292E-01   0.209781E+04   0.280692E+06   0.282016E+06   0.280692E+06  -0.633555E-02   0.137551E+06   0.137533E+06   0.143275E-01
   0.438211E+00   0.276153E+06   0.274675E+06  -0.168472E-01   0.878276E-01   0.199955E+04   0.274609E+06   0.275905E+06   0.274609E+06  -0.619825E-02   0.134570E+06   0.134552E+06   0.137593E-01
   0.441886E+00   0.272719E+06   0.271264E+06  -0.101476E-01   0.852988E-01   0.194539E+04   0.271194E+06   0.272474E+06   0.271194E+06  -0.612118E-02   0.132897E+06   0.132879E+06   0.134455E-01
   0.616701E+00   0.161584E+06   0.160720E+06  -0.329835E-02   0.259475E-01   0.627990E+03   0.160678E+06   0.161439E+06   0.160678E+06  -0.362669E-02   0.787400E+05   0.787293E+05   0.575182E-02
   0.860676E+00   0.944358E+05   0.939315E+05   0.778583E-02   0.778583E-02   0.196407E+03   0.939055E+05   0.943511E+05   0.939055E+05  -0.211956E-02   0.460184E+05   0.460121E+05   0.243574E-02
   0.120117E+01   0.545285E+05   0.542374E+05   0.230814E-02   0.230814E-02   0.598578E+02   0.542221E+05   0.544796E+05   0.542221E+05  -0.122386E-02   0.265716E+05   0.265679E+05   0.102974E-02
   0.167637E+01   0.311531E+05   0.309867E+05   0.677034E-03   0.677034E-03   0.178688E+02   0.309780E+05   0.311252E+05   0.309780E+05  -0.699210E-03   0.151808E+05   0.151786E+05   0.439468E-03
   0.233956E+01   0.176399E+05   0.175454E+05   0.196822E-03   0.196822E-03   0.525016E+01   0.175406E+05   0.176240E+05   0.175406E+05  -0.395914E-03   0.859584E+04   0.859449E+04   0.192563E-03
