#    L    TT             EE             BB             TE             PP             TP             EP          
   549   0.256135E+04   0.652139E+01   0.000000E+00  -0.226688E+02   0.151563E-07  -0.263831E-04   0.408297E-06
   550   0.256184E+04   0.654531E+01   0.000000E+00  -0.213260E+02   0.151063E-07  -0.261738E-04   0.396632E-06
   551   0.256217E+04   0.657423E+01   0.000000E+00  -0.199825E+02   0.150566E-07  -0.259678E-04   0.384963E-06
   552   0.256219E+04   0.660820E+01   0.000000E+00  -0.186396E+02   0.150071E-07  -0.257649E-04   0.373287E-06
   553   0.256204E+04   0.664577E+01   0.000000E+00  -0.172976E+02   0.149578E-07  -0.255652E-04   0.361604E-06
   554   0.256165E+04   0.668995E+01   0.000000E+00  -0.159575E+02   0.149087E-07  -0.253686E-04   0.349912E-06
   555   0.256101E+04   0.673858E+01   0.000000E+00  -0.146204E+02   0.148598E-07  -0.251750E-04   0.338210E-06
   556   0.256013E+04   0.679243E+01   0.000000E+00  -0.132864E+02   0.148111E-07  -0.249844E-04   0.326496E-06
   557   0.255908E+04   0.685080E+01   0.000000E+00  -0.119577E+02   0.147627E-07  -0.247966E-04   0.314769E-06
   558   0.255778E+04   0.691523E+01   0.000000E+00  -0.106337E+02   0.147145E-07  -0.246116E-04   0.303029E-06
   559   0.255623E+04   0.698354E+01   0.000000E+00  -0.931532E+01   0.146664E-07  -0.244293E-04   0.291272E-06
   560   0.255458E+04   0.705651E+01   0.000000E+00  -0.800428E+01   0.146186E-07  -0.242497E-04   0.279500E-06
   561   0.255252E+04   0.713492E+01   0.000000E+00  -0.670074E+01   0.145710E-07  -0.240726E-04   0.267709E-06
   562   0.255044E+04   0.721884E+01   0.000000E+00  -0.540559E+01   0.145236E-07  -0.238981E-04   0.255899E-06
   563   0.254809E+04   0.730680E+01   0.000000E+00  -0.411751E+01   0.144764E-07  -0.237260E-04   0.244068E-06
   564   0.254557E+04   0.740110E+01   0.000000E+00  -0.284189E+01   0.144294E-07  -0.235563E-04   0.232215E-06
   565   0.254278E+04   0.749880E+01   0.000000E+00  -0.157516E+01   0.143827E-07  -0.233888E-04   0.220340E-06
   566   0.253980E+04   0.760217E+01   0.000000E+00  -0.320479E+00   0.143361E-07  -0.232236E-04   0.208440E-06
   567   0.253664E+04   0.770978E+01   0.000000E+00   0.922740E+00   0.142897E-07  -0.230605E-04   0.196514E-06
   568   0.253329E+04   0.782316E+01   0.000000E+00   0.215284E+01   0.142435E-07  -0.228995E-04   0.184561E-06
   569   0.252967E+04   0.794160E+01   0.000000E+00   0.337188E+01   0.141975E-07  -0.227406E-04   0.172579E-06
   570   0.252593E+04   0.806442E+01   0.000000E+00   0.457449E+01   0.141518E-07  -0.225835E-04   0.160568E-06
   571   0.252192E+04   0.819239E+01   0.000000E+00   0.576273E+01   0.141062E-07  -0.224283E-04   0.148526E-06
   572   0.251772E+04   0.832483E+01   0.000000E+00   0.693644E+01   0.140608E-07  -0.222749E-04   0.136452E-06
   573   0.251339E+04   0.846177E+01   0.000000E+00   0.809321E+01   0.140156E-07  -0.221233E-04   0.124344E-06
   574   0.250886E+04   0.860401E+01   0.000000E+00   0.923437E+01   0.139706E-07  -0.219732E-04   0.112202E-06
   575   0.250413E+04   0.875010E+01   0.000000E+00   0.103575E+02   0.139258E-07  -0.218248E-04   0.100023E-06
   576   0.249927E+04   0.890158E+01   0.000000E+00   0.114640E+02   0.138812E-07  -0.216779E-04   0.878068E-07
   577   0.249413E+04   0.905774E+01   0.000000E+00   0.125521E+02   0.138368E-07  -0.215324E-04   0.755519E-07
   578   0.248885E+04   0.921789E+01   0.000000E+00   0.136209E+02   0.137926E-07  -0.213882E-04   0.632570E-07
   579   0.248345E+04   0.938357E+01   0.000000E+00   0.146711E+02   0.137486E-07  -0.212454E-04   0.509208E-07
   580   0.247791E+04   0.955332E+01   0.000000E+00   0.157001E+02   0.137047E-07  -0.211037E-04   0.385420E-07
   581   0.247200E+04   0.972720E+01   0.000000E+00   0.167102E+02   0.136611E-07  -0.209632E-04   0.261193E-07
   582   0.246604E+04   0.990599E+01   0.000000E+00   0.176988E+02   0.136176E-07  -0.208238E-04   0.136514E-07
   583   0.245993E+04   0.100890E+02   0.000000E+00   0.186651E+02   0.135744E-07  -0.206854E-04   0.113702E-08
   584   0.245368E+04   0.102763E+02   0.000000E+00   0.196104E+02   0.135313E-07  -0.205480E-04  -0.114252E-07
   585   0.244729E+04   0.104678E+02   0.000000E+00   0.205330E+02   0.134884E-07  -0.204114E-04  -0.240364E-07
   586   0.244067E+04   0.106630E+02   0.000000E+00   0.214328E+02   0.134456E-07  -0.202756E-04  -0.366981E-07
   587   0.243399E+04   0.108633E+02   0.000000E+00   0.223096E+02   0.134031E-07  -0.201405E-04  -0.494114E-07
   588   0.242708E+04   0.110674E+02   0.000000E+00   0.231617E+02   0.133607E-07  -0.200060E-04  -0.621776E-07
   589   0.242002E+04   0.112759E+02   0.000000E+00   0.239905E+02   0.133186E-07  -0.198721E-04  -0.749982E-07
   590   0.241281E+04   0.114874E+02   0.000000E+00   0.247950E+02   0.132766E-07  -0.197388E-04  -0.878743E-07
   591   0.240551E+04   0.117043E+02   0.000000E+00   0.255743E+02   0.132348E-07  -0.196058E-04  -0.100807E-06
   592   0.239807E+04   0.119236E+02   0.000000E+00   0.263276E+02   0.131931E-07  -0.194733E-04  -0.113798E-06
   593   0.239047E+04   0.121482E+02   0.000000E+00   0.270569E+02   0.131517E-07  -0.193410E-04  -0.126849E-06
   594   0.238263E+04   0.123761E+02   0.000000E+00   0.277590E+02   0.131104E-07  -0.192089E-04  -0.139960E-06
   595   0.237471E+04   0.126066E+02   0.000000E+00   0.284361E+02   0.130693E-07  -0.190770E-04  -0.153134E-06
   596   0.236677E+04   0.128426E+02   0.000000E+00   0.290856E+02   0.130283E-07  -0.189451E-04  -0.166370E-06
   597   0.235867E+04   0.130797E+02   0.000000E+00   0.297089E+02   0.129876E-07  -0.188133E-04  -0.179671E-06
   598   0.235063E+04   0.133217E+02   0.000000E+00   0.303052E+02   0.129470E-07  -0.186814E-04  -0.193039E-06
   599   0.234235E+04   0.135671E+02   0.000000E+00   0.308750E+02   0.129065E-07  -0.185493E-04  -0.206473E-06
   600   0.233390E+04   0.138161E+02   0.000000E+00   0.314166E+02   0.128663E-07  -0.184171E-04  -0.219976E-06
   601   0.232535E+04   0.140686E+02   0.000000E+00   0.319306E+02   0.128262E-07  -0.182846E-04  -0.233548E-06
   602   0.231671E+04   0.143231E+02   0.000000E+00   0.324159E+02   0.127863E-07  -0.181517E-04  -0.247184E-06
   603   0.230790E+04   0.145820E+02   0.000000E+00   0.328744E+02   0.127465E-07  -0.180187E-04  -0.260880E-06
   604   0.229914E+04   0.148430E+02   0.000000E+00   0.333037E+02   0.127070E-07  -0.178853E-04  -0.274631E-06
   605   0.229022E+04   0.151068E+02   0.000000E+00   0.337039E+02   0.126675E-07  -0.177517E-04  -0.288431E-06
   606   0.228127E+04   0.153734E+02   0.000000E+00   0.340750E+02   0.126283E-07  -0.176178E-04  -0.302275E-06
   607   0.227201E+04   0.156429E+02   0.000000E+00   0.344164E+02   0.125892E-07  -0.174837E-04  -0.316158E-06
   608   0.226288E+04   0.159153E+02   0.000000E+00   0.347279E+02   0.125503E-07  -0.173493E-04  -0.330076E-06
   609   0.225373E+04   0.161891E+02   0.000000E+00   0.350092E+02   0.125115E-07  -0.172147E-04  -0.344023E-06
   610   0.224442E+04   0.164650E+02   0.000000E+00   0.352598E+02   0.124729E-07  -0.170798E-04  -0.357994E-06
   611   0.223508E+04   0.167438E+02   0.000000E+00   0.354803E+02   0.124345E-07  -0.169447E-04  -0.371983E-06
   612   0.222573E+04   0.170256E+02   0.000000E+00   0.356709E+02   0.123962E-07  -0.168093E-04  -0.385987E-06
   613   0.221622E+04   0.173065E+02   0.000000E+00   0.358293E+02   0.123581E-07  -0.166737E-04  -0.399999E-06
   614   0.220676E+04   0.175911E+02   0.000000E+00   0.359564E+02   0.123202E-07  -0.165379E-04  -0.414015E-06
   615   0.219721E+04   0.178765E+02   0.000000E+00   0.360528E+02   0.122824E-07  -0.164019E-04  -0.428029E-06
   616   0.218765E+04   0.181648E+02   0.000000E+00   0.361181E+02   0.122447E-07  -0.162657E-04  -0.442037E-06
   617   0.217814E+04   0.184546E+02   0.000000E+00   0.361519E+02   0.122073E-07  -0.161292E-04  -0.456033E-06
   618   0.216855E+04   0.187458E+02   0.000000E+00   0.361531E+02   0.121699E-07  -0.159926E-04  -0.470013E-06
   619   0.215887E+04   0.190393E+02   0.000000E+00   0.361245E+02   0.121328E-07  -0.158557E-04  -0.483970E-06
   620   0.214932E+04   0.193321E+02   0.000000E+00   0.360635E+02   0.120958E-07  -0.157187E-04  -0.497901E-06
   621   0.213961E+04   0.196272E+02   0.000000E+00   0.359704E+02   0.120589E-07  -0.155814E-04  -0.511799E-06
   622   0.212996E+04   0.199230E+02   0.000000E+00   0.358449E+02   0.120222E-07  -0.154440E-04  -0.525661E-06
   623   0.212038E+04   0.202189E+02   0.000000E+00   0.356889E+02   0.119856E-07  -0.153064E-04  -0.539480E-06
   624   0.211070E+04   0.205156E+02   0.000000E+00   0.355007E+02   0.119492E-07  -0.151686E-04  -0.553252E-06
   625   0.210102E+04   0.208131E+02   0.000000E+00   0.352798E+02   0.119130E-07  -0.150306E-04  -0.566972E-06
   626   0.209139E+04   0.211114E+02   0.000000E+00   0.350274E+02   0.118769E-07  -0.148924E-04  -0.580634E-06
   627   0.208183E+04   0.214099E+02   0.000000E+00   0.347432E+02   0.118409E-07  -0.147541E-04  -0.594233E-06
   628   0.207226E+04   0.217084E+02   0.000000E+00   0.344268E+02   0.118051E-07  -0.146157E-04  -0.607765E-06
   629   0.206275E+04   0.220071E+02   0.000000E+00   0.340787E+02   0.117695E-07  -0.144770E-04  -0.621224E-06
   630   0.205316E+04   0.223059E+02   0.000000E+00   0.336978E+02   0.117340E-07  -0.143382E-04  -0.634606E-06
   631   0.204363E+04   0.226048E+02   0.000000E+00   0.332867E+02   0.116986E-07  -0.141993E-04  -0.647904E-06
   632   0.203425E+04   0.229031E+02   0.000000E+00   0.328429E+02   0.116634E-07  -0.140602E-04  -0.661115E-06
   633   0.202478E+04   0.232023E+02   0.000000E+00   0.323682E+02   0.116283E-07  -0.139210E-04  -0.674232E-06
   634   0.201544E+04   0.234995E+02   0.000000E+00   0.318623E+02   0.115934E-07  -0.137816E-04  -0.687251E-06
   635   0.200618E+04   0.237976E+02   0.000000E+00   0.313253E+02   0.115586E-07  -0.136422E-04  -0.700167E-06
   636   0.199683E+04   0.240958E+02   0.000000E+00   0.307574E+02   0.115240E-07  -0.135025E-04  -0.712975E-06
   637   0.198763E+04   0.243913E+02   0.000000E+00   0.301578E+02   0.114895E-07  -0.133628E-04  -0.725669E-06
   638   0.197849E+04   0.246878E+02   0.000000E+00   0.295283E+02   0.114551E-07  -0.132230E-04  -0.738244E-06
   639   0.196942E+04   0.249822E+02   0.000000E+00   0.288676E+02   0.114209E-07  -0.130830E-04  -0.750696E-06
   640   0.196042E+04   0.252769E+02   0.000000E+00   0.281769E+02   0.113868E-07  -0.129429E-04  -0.763019E-06
   641   0.195148E+04   0.255703E+02   0.000000E+00   0.274559E+02   0.113529E-07  -0.128027E-04  -0.775209E-06
   642   0.194254E+04   0.258617E+02   0.000000E+00   0.267050E+02   0.113191E-07  -0.126625E-04  -0.787259E-06
   643   0.193375E+04   0.261534E+02   0.000000E+00   0.259243E+02   0.112855E-07  -0.125221E-04  -0.799166E-06
   644   0.192510E+04   0.264417E+02   0.000000E+00   0.251143E+02   0.112519E-07  -0.123816E-04  -0.810923E-06
   645   0.191644E+04   0.267295E+02   0.000000E+00   0.242748E+02   0.112186E-07  -0.122411E-04  -0.822526E-06
   646   0.190786E+04   0.270161E+02   0.000000E+00   0.234062E+02   0.111853E-07  -0.121004E-04  -0.833970E-06
   647   0.189949E+04   0.273007E+02   0.000000E+00   0.225084E+02   0.111522E-07  -0.119597E-04  -0.845250E-06
   648   0.189105E+04   0.275842E+02   0.000000E+00   0.215828E+02   0.111192E-07  -0.118190E-04  -0.856360E-06
   649   0.188282E+04   0.278651E+02   0.000000E+00   0.206285E+02   0.110864E-07  -0.116781E-04  -0.867296E-06
   650   0.187467E+04   0.281440E+02   0.000000E+00   0.196466E+02   0.110537E-07  -0.115372E-04  -0.878052E-06
   651   0.186659E+04   0.284225E+02   0.000000E+00   0.186367E+02   0.110211E-07  -0.113962E-04  -0.888624E-06
   652   0.185859E+04   0.286984E+02   0.000000E+00   0.175995E+02   0.109886E-07  -0.112552E-04  -0.899009E-06
   653   0.185081E+04   0.289708E+02   0.000000E+00   0.165362E+02   0.109563E-07  -0.111142E-04  -0.909205E-06
   654   0.184304E+04   0.292419E+02   0.000000E+00   0.154475E+02   0.109241E-07  -0.109732E-04  -0.919210E-06
   655   0.183535E+04   0.295109E+02   0.000000E+00   0.143324E+02   0.108920E-07  -0.108322E-04  -0.929021E-06
   656   0.182788E+04   0.297771E+02   0.000000E+00   0.131924E+02   0.108601E-07  -0.106913E-04  -0.938638E-06
   657   0.182051E+04   0.300404E+02   0.000000E+00   0.120286E+02   0.108283E-07  -0.105504E-04  -0.948057E-06
   658   0.181314E+04   0.303015E+02   0.000000E+00   0.108402E+02   0.107966E-07  -0.104097E-04  -0.957276E-06
   659   0.180609E+04   0.305596E+02   0.000000E+00   0.962860E+01   0.107651E-07  -0.102691E-04  -0.966294E-06
   660   0.179912E+04   0.308140E+02   0.000000E+00   0.839430E+01   0.107336E-07  -0.101286E-04  -0.975107E-06
   661   0.179225E+04   0.310653E+02   0.000000E+00   0.713865E+01   0.107024E-07  -0.998831E-05  -0.983715E-06
   662   0.178555E+04   0.313142E+02   0.000000E+00   0.586001E+01   0.106712E-07  -0.984821E-05  -0.992114E-06
   663   0.177895E+04   0.315599E+02   0.000000E+00   0.455972E+01   0.106401E-07  -0.970832E-05  -0.100030E-05
   664   0.177252E+04   0.318009E+02   0.000000E+00   0.323983E+01   0.106092E-07  -0.956866E-05  -0.100828E-05
   665   0.176619E+04   0.320387E+02   0.000000E+00   0.189946E+01   0.105784E-07  -0.942928E-05  -0.101604E-05
   666   0.176003E+04   0.322732E+02   0.000000E+00   0.539930E+00   0.105477E-07  -0.929017E-05  -0.102359E-05
   667   0.175406E+04   0.325037E+02   0.000000E+00  -0.838917E+00   0.105172E-07  -0.915138E-05  -0.103091E-05
   668   0.174812E+04   0.327307E+02   0.000000E+00  -0.223649E+01   0.104867E-07  -0.901292E-05  -0.103802E-05
   669   0.174251E+04   0.329535E+02   0.000000E+00  -0.365147E+01   0.104564E-07  -0.887481E-05  -0.104490E-05
   670   0.173694E+04   0.331722E+02   0.000000E+00  -0.508252E+01   0.104262E-07  -0.873708E-05  -0.105156E-05
   671   0.173163E+04   0.333881E+02   0.000000E+00  -0.653129E+01   0.103962E-07  -0.859975E-05  -0.105799E-05
   672   0.172636E+04   0.335982E+02   0.000000E+00  -0.799643E+01   0.103662E-07  -0.846284E-05  -0.106419E-05
   673   0.172135E+04   0.338054E+02   0.000000E+00  -0.947590E+01   0.103364E-07  -0.832637E-05  -0.107016E-05
   674   0.171647E+04   0.340075E+02   0.000000E+00  -0.109706E+02   0.103067E-07  -0.819038E-05  -0.107590E-05
   675   0.171178E+04   0.342051E+02   0.000000E+00  -0.124799E+02   0.102771E-07  -0.805488E-05  -0.108140E-05
   676   0.170721E+04   0.343983E+02   0.000000E+00  -0.140017E+02   0.102476E-07  -0.791990E-05  -0.108666E-05
   677   0.170284E+04   0.345869E+02   0.000000E+00  -0.155371E+02   0.102182E-07  -0.778545E-05  -0.109168E-05
   678   0.169868E+04   0.347703E+02   0.000000E+00  -0.170852E+02   0.101890E-07  -0.765156E-05  -0.109646E-05
   679   0.169464E+04   0.349497E+02   0.000000E+00  -0.186450E+02   0.101598E-07  -0.751826E-05  -0.110099E-05
   680   0.169089E+04   0.351246E+02   0.000000E+00  -0.202164E+02   0.101308E-07  -0.738557E-05  -0.110528E-05
   681   0.168726E+04   0.352939E+02   0.000000E+00  -0.217974E+02   0.101019E-07  -0.725350E-05  -0.110932E-05
   682   0.168378E+04   0.354578E+02   0.000000E+00  -0.233897E+02   0.100731E-07  -0.712209E-05  -0.111311E-05
   683   0.168058E+04   0.356184E+02   0.000000E+00  -0.249927E+02   0.100445E-07  -0.699135E-05  -0.111664E-05
   684   0.167744E+04   0.357719E+02   0.000000E+00  -0.266043E+02   0.100159E-07  -0.686132E-05  -0.111992E-05
   685   0.167445E+04   0.359212E+02   0.000000E+00  -0.282247E+02   0.998744E-08  -0.673200E-05  -0.112295E-05
   686   0.167167E+04   0.360649E+02   0.000000E+00  -0.298451E+02   0.995910E-08  -0.660343E-05  -0.112571E-05
   687   0.166919E+04   0.362044E+02   0.000000E+00  -0.314768E+02   0.993086E-08  -0.647563E-05  -0.112821E-05
   688   0.166678E+04   0.363374E+02   0.000000E+00  -0.331177E+02   0.990275E-08  -0.634862E-05  -0.113045E-05
   689   0.166459E+04   0.364653E+02   0.000000E+00  -0.347606E+02   0.987473E-08  -0.622242E-05  -0.113243E-05
   690   0.166256E+04   0.365889E+02   0.000000E+00  -0.364130E+02   0.984683E-08  -0.609706E-05  -0.113413E-05
   691   0.166075E+04   0.367051E+02   0.000000E+00  -0.380677E+02   0.981904E-08  -0.597256E-05  -0.113557E-05
   692   0.165910E+04   0.368176E+02   0.000000E+00  -0.397249E+02   0.979135E-08  -0.584895E-05  -0.113673E-05
   693   0.165769E+04   0.369241E+02   0.000000E+00  -0.413920E+02   0.976377E-08  -0.572623E-05  -0.113762E-05
   694   0.165636E+04   0.370246E+02   0.000000E+00  -0.430545E+02   0.973630E-08  -0.560445E-05  -0.113823E-05
   695   0.165533E+04   0.371212E+02   0.000000E+00  -0.447199E+02   0.970893E-08  -0.548362E-05  -0.113857E-05
   696   0.165448E+04   0.372110E+02   0.000000E+00  -0.464032E+02   0.968167E-08  -0.536377E-05  -0.113862E-05
   697   0.165378E+04   0.372954E+02   0.000000E+00  -0.480749E+02   0.965451E-08  -0.524491E-05  -0.113839E-05
   698   0.165326E+04   0.373736E+02   0.000000E+00  -0.497500E+02   0.962746E-08  -0.512707E-05  -0.113788E-05
   699   0.165291E+04   0.374470E+02   0.000000E+00  -0.514211E+02   0.960051E-08  -0.501027E-05  -0.113708E-05
   700   0.165280E+04   0.375142E+02   0.000000E+00  -0.530960E+02   0.957366E-08  -0.489455E-05  -0.113599E-05
   701   0.165286E+04   0.375757E+02   0.000000E+00  -0.547746E+02   0.954692E-08  -0.477991E-05  -0.113461E-05
   702   0.165311E+04   0.376324E+02   0.000000E+00  -0.564420E+02   0.952028E-08  -0.466636E-05  -0.113294E-05
   703   0.165353E+04   0.376826E+02   0.000000E+00  -0.581277E+02   0.949374E-08  -0.455390E-05  -0.113100E-05
   704   0.165412E+04   0.377278E+02   0.000000E+00  -0.597944E+02   0.946730E-08  -0.444254E-05  -0.112879E-05
   705   0.165483E+04   0.377664E+02   0.000000E+00  -0.614566E+02   0.944096E-08  -0.433228E-05  -0.112631E-05
   706   0.165579E+04   0.377998E+02   0.000000E+00  -0.631217E+02   0.941472E-08  -0.422311E-05  -0.112357E-05
   707   0.165686E+04   0.378273E+02   0.000000E+00  -0.647820E+02   0.938858E-08  -0.411505E-05  -0.112058E-05
   708   0.165827E+04   0.378495E+02   0.000000E+00  -0.664224E+02   0.936254E-08  -0.400810E-05  -0.111734E-05
   709   0.165971E+04   0.378656E+02   0.000000E+00  -0.680724E+02   0.933660E-08  -0.390225E-05  -0.111387E-05
   710   0.166142E+04   0.378756E+02   0.000000E+00  -0.697096E+02   0.931076E-08  -0.379750E-05  -0.111016E-05
   711   0.166325E+04   0.378802E+02   0.000000E+00  -0.713338E+02   0.928502E-08  -0.369387E-05  -0.110623E-05
   712   0.166526E+04   0.378792E+02   0.000000E+00  -0.729595E+02   0.925937E-08  -0.359135E-05  -0.110208E-05
   713   0.166755E+04   0.378719E+02   0.000000E+00  -0.745644E+02   0.923382E-08  -0.348995E-05  -0.109772E-05
   714   0.166981E+04   0.378596E+02   0.000000E+00  -0.761630E+02   0.920837E-08  -0.338966E-05  -0.109315E-05
   715   0.167234E+04   0.378410E+02   0.000000E+00  -0.777551E+02   0.918301E-08  -0.329049E-05  -0.108838E-05
   716   0.167507E+04   0.378165E+02   0.000000E+00  -0.793332E+02   0.915775E-08  -0.319244E-05  -0.108342E-05
   717   0.167792E+04   0.377870E+02   0.000000E+00  -0.808896E+02   0.913258E-08  -0.309551E-05  -0.107827E-05
   718   0.168091E+04   0.377516E+02   0.000000E+00  -0.824464E+02   0.910751E-08  -0.299971E-05  -0.107295E-05
   719   0.168410E+04   0.377088E+02   0.000000E+00  -0.839736E+02   0.908253E-08  -0.290503E-05  -0.106745E-05
   720   0.168734E+04   0.376614E+02   0.000000E+00  -0.855008E+02   0.905764E-08  -0.281148E-05  -0.106178E-05
   721   0.169095E+04   0.376095E+02   0.000000E+00  -0.869980E+02   0.903285E-08  -0.271907E-05  -0.105596E-05
   722   0.169453E+04   0.375507E+02   0.000000E+00  -0.884799E+02   0.900816E-08  -0.262779E-05  -0.104998E-05
   723   0.169833E+04   0.374871E+02   0.000000E+00  -0.899538E+02   0.898355E-08  -0.253764E-05  -0.104385E-05
   724   0.170227E+04   0.374173E+02   0.000000E+00  -0.914119E+02   0.895903E-08  -0.244863E-05  -0.103759E-05
   725   0.170635E+04   0.373427E+02   0.000000E+00  -0.928467E+02   0.893461E-08  -0.236075E-05  -0.103119E-05
   726   0.171064E+04   0.372639E+02   0.000000E+00  -0.942580E+02   0.891028E-08  -0.227402E-05  -0.102466E-05
   727   0.171501E+04   0.371779E+02   0.000000E+00  -0.956603E+02   0.888604E-08  -0.218843E-05  -0.101802E-05
   728   0.171952E+04   0.370855E+02   0.000000E+00  -0.970387E+02   0.886189E-08  -0.210399E-05  -0.101125E-05
   729   0.172417E+04   0.369887E+02   0.000000E+00  -0.984004E+02   0.883783E-08  -0.202070E-05  -0.100439E-05
   730   0.172890E+04   0.368867E+02   0.000000E+00  -0.997377E+02   0.881386E-08  -0.193855E-05  -0.997419E-06
   731   0.173393E+04   0.367781E+02   0.000000E+00  -0.101050E+03   0.878998E-08  -0.185756E-05  -0.990356E-06
   732   0.173896E+04   0.366664E+02   0.000000E+00  -0.102338E+03   0.876618E-08  -0.177772E-05  -0.983206E-06
   733   0.174422E+04   0.365479E+02   0.000000E+00  -0.103616E+03   0.874247E-08  -0.169903E-05  -0.975975E-06
   734   0.174956E+04   0.364248E+02   0.000000E+00  -0.104854E+03   0.871885E-08  -0.162150E-05  -0.968670E-06
   735   0.175506E+04   0.362955E+02   0.000000E+00  -0.106089E+03   0.869532E-08  -0.154514E-05  -0.961297E-06
   736   0.176056E+04   0.361614E+02   0.000000E+00  -0.107283E+03   0.867187E-08  -0.146993E-05  -0.953862E-06
   737   0.176630E+04   0.360233E+02   0.000000E+00  -0.108466E+03   0.864851E-08  -0.139589E-05  -0.946373E-06
   738   0.177206E+04   0.358802E+02   0.000000E+00  -0.109609E+03   0.862524E-08  -0.132301E-05  -0.938836E-06
   739   0.177798E+04   0.357315E+02   0.000000E+00  -0.110733E+03   0.860205E-08  -0.125131E-05  -0.931257E-06
   740   0.178398E+04   0.355777E+02   0.000000E+00  -0.111837E+03   0.857894E-08  -0.118077E-05  -0.923643E-06
   741   0.179016E+04   0.354181E+02   0.000000E+00  -0.112915E+03   0.855592E-08  -0.111140E-05  -0.916001E-06
   742   0.179643E+04   0.352564E+02   0.000000E+00  -0.113959E+03   0.853298E-08  -0.104321E-05  -0.908337E-06
   743   0.180280E+04   0.350902E+02   0.000000E+00  -0.114984E+03   0.851013E-08  -0.976195E-06  -0.900657E-06
   744   0.180933E+04   0.349180E+02   0.000000E+00  -0.115973E+03   0.848736E-08  -0.910358E-06  -0.892969E-06
   745   0.181590E+04   0.347413E+02   0.000000E+00  -0.116950E+03   0.846467E-08  -0.845702E-06  -0.885279E-06
   746   0.182249E+04   0.345606E+02   0.000000E+00  -0.117877E+03   0.844206E-08  -0.782227E-06  -0.877593E-06
   747   0.182918E+04   0.343745E+02   0.000000E+00  -0.118792E+03   0.841954E-08  -0.719938E-06  -0.869919E-06
   748   0.183605E+04   0.341851E+02   0.000000E+00  -0.119678E+03   0.839709E-08  -0.658835E-06  -0.862262E-06
   749   0.184303E+04   0.339894E+02   0.000000E+00  -0.120543E+03   0.837473E-08  -0.598920E-06  -0.854629E-06
   750   0.185004E+04   0.337911E+02   0.000000E+00  -0.121373E+03   0.835245E-08  -0.540197E-06  -0.847026E-06
   751   0.185716E+04   0.335878E+02   0.000000E+00  -0.122173E+03   0.833024E-08  -0.482659E-06  -0.839461E-06
   752   0.186439E+04   0.333818E+02   0.000000E+00  -0.122938E+03   0.830812E-08  -0.426273E-06  -0.831934E-06
   753   0.187165E+04   0.331701E+02   0.000000E+00  -0.123680E+03   0.828607E-08  -0.371000E-06  -0.824449E-06
   754   0.187895E+04   0.329556E+02   0.000000E+00  -0.124385E+03   0.826410E-08  -0.316798E-06  -0.817007E-06
   755   0.188643E+04   0.327369E+02   0.000000E+00  -0.125067E+03   0.824221E-08  -0.263628E-06  -0.809611E-06
   756   0.189380E+04   0.325147E+02   0.000000E+00  -0.125719E+03   0.822040E-08  -0.211450E-06  -0.802261E-06
   757   0.190142E+04   0.322896E+02   0.000000E+00  -0.126332E+03   0.819867E-08  -0.160222E-06  -0.794961E-06
   758   0.190892E+04   0.320603E+02   0.000000E+00  -0.126913E+03   0.817701E-08  -0.109905E-06  -0.787711E-06
   759   0.191661E+04   0.318273E+02   0.000000E+00  -0.127471E+03   0.815543E-08  -0.604588E-07  -0.780515E-06
   760   0.192425E+04   0.315916E+02   0.000000E+00  -0.127996E+03   0.813393E-08  -0.118425E-07  -0.773374E-06
   761   0.193193E+04   0.313530E+02   0.000000E+00  -0.128488E+03   0.811250E-08   0.359841E-07  -0.766290E-06
   762   0.193978E+04   0.311115E+02   0.000000E+00  -0.128948E+03   0.809115E-08   0.830611E-07  -0.759265E-06
   763   0.194752E+04   0.308679E+02   0.000000E+00  -0.129374E+03   0.806987E-08   0.129429E-06  -0.752301E-06
   764   0.195537E+04   0.306206E+02   0.000000E+00  -0.129774E+03   0.804867E-08   0.175128E-06  -0.745399E-06
   765   0.196317E+04   0.303704E+02   0.000000E+00  -0.130132E+03   0.802755E-08   0.220198E-06  -0.738563E-06
   766   0.197107E+04   0.301188E+02   0.000000E+00  -0.130463E+03   0.800649E-08   0.264680E-06  -0.731794E-06
   767   0.197893E+04   0.298650E+02   0.000000E+00  -0.130759E+03   0.798552E-08   0.308613E-06  -0.725093E-06
   768   0.198682E+04   0.296083E+02   0.000000E+00  -0.131012E+03   0.796461E-08   0.352039E-06  -0.718464E-06
   769   0.199474E+04   0.293486E+02   0.000000E+00  -0.131244E+03   0.794378E-08   0.394997E-06  -0.711907E-06
   770   0.200261E+04   0.290881E+02   0.000000E+00  -0.131440E+03   0.792302E-08   0.437529E-06  -0.705425E-06
   771   0.201051E+04   0.288254E+02   0.000000E+00  -0.131600E+03   0.790234E-08   0.479673E-06  -0.699020E-06
   772   0.201837E+04   0.285612E+02   0.000000E+00  -0.131715E+03   0.788173E-08   0.521470E-06  -0.692693E-06
   773   0.202625E+04   0.282954E+02   0.000000E+00  -0.131808E+03   0.786118E-08   0.562962E-06  -0.686447E-06
   774   0.203409E+04   0.280281E+02   0.000000E+00  -0.131870E+03   0.784072E-08   0.604187E-06  -0.680284E-06
   775   0.204203E+04   0.277592E+02   0.000000E+00  -0.131894E+03   0.782032E-08   0.645186E-06  -0.674206E-06
