#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   128   0.364985E+04  -0.384123E+02   0.269780E-03  -0.384123E+02   0.993629E+00  -0.916361E-06   0.269780E-03  -0.916361E-06   0.707181E-07
   129   0.368449E+04  -0.388776E+02   0.266909E-03  -0.388776E+02   0.999586E+00  -0.911966E-06   0.266909E-03  -0.911966E-06   0.702391E-07
   130   0.371911E+04  -0.393293E+02   0.264089E-03  -0.393293E+02   0.100508E+01  -0.905713E-06   0.264089E-03  -0.905713E-06   0.697643E-07
   131   0.375372E+04  -0.397687E+02   0.261321E-03  -0.397687E+02   0.101025E+01  -0.897604E-06   0.261321E-03  -0.897604E-06   0.692936E-07
   132   0.378839E+04  -0.401930E+02   0.258604E-03  -0.401930E+02   0.101497E+01  -0.887778E-06   0.258604E-03  -0.887778E-06   0.688272E-07
   133   0.382297E+04  -0.406044E+02   0.255936E-03  -0.406044E+02   0.101928E+01  -0.876409E-06   0.255936E-03  -0.876409E-06   0.683648E-07
   134   0.385754E+04  -0.409984E+02   0.253315E-03  -0.409984E+02   0.102321E+01  -0.863673E-06   0.253315E-03  -0.863673E-06   0.679066E-07
   135   0.389210E+04  -0.413782E+02   0.250741E-03  -0.413782E+02   0.102666E+01  -0.849743E-06   0.250741E-03  -0.849743E-06   0.674525E-07
   136   0.392650E+04  -0.417400E+02   0.248212E-03  -0.417400E+02   0.102965E+01  -0.834794E-06   0.248212E-03  -0.834794E-06   0.670024E-07
   137   0.396089E+04  -0.420861E+02   0.245727E-03  -0.420861E+02   0.103224E+01  -0.819001E-06   0.245727E-03  -0.819001E-06   0.665563E-07
   138   0.399520E+04  -0.424151E+02   0.243285E-03  -0.424151E+02   0.103435E+01  -0.802537E-06   0.243285E-03  -0.802537E-06   0.661142E-07
   139   0.402928E+04  -0.427261E+02   0.240885E-03  -0.427261E+02   0.103614E+01  -0.785577E-06   0.240885E-03  -0.785577E-06   0.656761E-07
   140   0.406343E+04  -0.430201E+02   0.238524E-03  -0.430201E+02   0.103737E+01  -0.768295E-06   0.238524E-03  -0.768295E-06   0.652419E-07
   141   0.409736E+04  -0.432948E+02   0.236203E-03  -0.432948E+02   0.103813E+01  -0.750867E-06   0.236203E-03  -0.750867E-06   0.648115E-07
   142   0.413128E+04  -0.435509E+02   0.233919E-03  -0.435509E+02   0.103849E+01  -0.733465E-06   0.233919E-03  -0.733465E-06   0.643850E-07
   143   0.416513E+04  -0.437886E+02   0.231671E-03  -0.437886E+02   0.103843E+01  -0.716265E-06   0.231671E-03  -0.716265E-06   0.639623E-07
   144   0.419876E+04  -0.440071E+02   0.229459E-03  -0.440071E+02   0.103790E+01  -0.699441E-06   0.229459E-03  -0.699441E-06   0.635434E-07
   145   0.423224E+04  -0.442057E+02   0.227280E-03  -0.442057E+02   0.103703E+01  -0.683167E-06   0.227280E-03  -0.683167E-06   0.631282E-07
   146   0.426581E+04  -0.443845E+02   0.225133E-03  -0.443845E+02   0.103561E+01  -0.667618E-06   0.225133E-03  -0.667618E-06   0.627168E-07
   147   0.429900E+04  -0.445419E+02   0.223018E-03  -0.445419E+02   0.103384E+01  -0.652969E-06   0.223018E-03  -0.652969E-06   0.623091E-07
   148   0.433206E+04  -0.446796E+02   0.220933E-03  -0.446796E+02   0.103159E+01  -0.639392E-06   0.220933E-03  -0.639392E-06   0.619050E-07
   149   0.436504E+04  -0.447960E+02   0.218877E-03  -0.447960E+02   0.102892E+01  -0.627064E-06   0.218877E-03  -0.627064E-06   0.615045E-07
   150   0.439775E+04  -0.448890E+02   0.216848E-03  -0.448890E+02   0.102592E+01  -0.616158E-06   0.216848E-03  -0.616158E-06   0.611076E-07
   151   0.443031E+04  -0.449615E+02   0.214845E-03  -0.449615E+02   0.102249E+01  -0.606802E-06   0.214845E-03  -0.606802E-06   0.607142E-07
   152   0.446259E+04  -0.450121E+02   0.212868E-03  -0.450121E+02   0.101857E+01  -0.598944E-06   0.212868E-03  -0.598944E-06   0.603244E-07
   153   0.449473E+04  -0.450386E+02   0.210915E-03  -0.450386E+02   0.101430E+01  -0.592484E-06   0.210915E-03  -0.592484E-06   0.599381E-07
   154   0.452666E+04  -0.450430E+02   0.208988E-03  -0.450430E+02   0.100968E+01  -0.587321E-06   0.208988E-03  -0.587321E-06   0.595553E-07
   155   0.455838E+04  -0.450246E+02   0.207084E-03  -0.450246E+02   0.100471E+01  -0.583357E-06   0.207084E-03  -0.583357E-06   0.591759E-07
   156   0.458975E+04  -0.449834E+02   0.205203E-03  -0.449834E+02   0.999368E+00  -0.580491E-06   0.205203E-03  -0.580491E-06   0.588000E-07
   157   0.462105E+04  -0.449179E+02   0.203346E-03  -0.449179E+02   0.993668E+00  -0.578625E-06   0.203346E-03  -0.578625E-06   0.584274E-07
   158   0.465208E+04  -0.448288E+02   0.201510E-03  -0.448288E+02   0.987677E+00  -0.577658E-06   0.201510E-03  -0.577658E-06   0.580582E-07
   159   0.468282E+04  -0.447160E+02   0.199697E-03  -0.447160E+02   0.981242E+00  -0.577491E-06   0.199697E-03  -0.577491E-06   0.576923E-07
   160   0.471335E+04  -0.445781E+02   0.197904E-03  -0.445781E+02   0.974508E+00  -0.578025E-06   0.197904E-03  -0.578025E-06   0.573298E-07
   161   0.474368E+04  -0.444165E+02   0.196132E-03  -0.444165E+02   0.967547E+00  -0.579159E-06   0.196132E-03  -0.579159E-06   0.569705E-07
   162   0.477373E+04  -0.442311E+02   0.194380E-03  -0.442311E+02   0.960207E+00  -0.580795E-06   0.194380E-03  -0.580795E-06   0.566145E-07
   163   0.480365E+04  -0.440205E+02   0.192648E-03  -0.440205E+02   0.952558E+00  -0.582832E-06   0.192648E-03  -0.582832E-06   0.562618E-07
   164   0.483314E+04  -0.437861E+02   0.190934E-03  -0.437861E+02   0.944672E+00  -0.585172E-06   0.190934E-03  -0.585172E-06   0.559122E-07
   165   0.486250E+04  -0.435256E+02   0.189239E-03  -0.435256E+02   0.936471E+00  -0.587714E-06   0.189239E-03  -0.587714E-06   0.555659E-07
   166   0.489158E+04  -0.432405E+02   0.187562E-03  -0.432405E+02   0.928100E+00  -0.590360E-06   0.187562E-03  -0.590360E-06   0.552227E-07
   167   0.492046E+04  -0.429315E+02   0.185902E-03  -0.429315E+02   0.919333E+00  -0.593008E-06   0.185902E-03  -0.593008E-06   0.548826E-07
   168   0.494892E+04  -0.425964E+02   0.184259E-03  -0.425964E+02   0.910538E+00  -0.595561E-06   0.184259E-03  -0.595561E-06   0.545456E-07
   169   0.497710E+04  -0.422351E+02   0.182632E-03  -0.422351E+02   0.901415E+00  -0.597918E-06   0.182632E-03  -0.597918E-06   0.542117E-07
   170   0.500500E+04  -0.418491E+02   0.181021E-03  -0.418491E+02   0.892183E+00  -0.599979E-06   0.181021E-03  -0.599979E-06   0.538808E-07
   171   0.503248E+04  -0.414361E+02   0.179425E-03  -0.414361E+02   0.882838E+00  -0.601646E-06   0.179425E-03  -0.601646E-06   0.535530E-07
   172   0.505961E+04  -0.409976E+02   0.177843E-03  -0.409976E+02   0.873305E+00  -0.602818E-06   0.177843E-03  -0.602818E-06   0.532281E-07
   173   0.508632E+04  -0.405335E+02   0.176275E-03  -0.405335E+02   0.863578E+00  -0.603396E-06   0.176275E-03  -0.603396E-06   0.529062E-07
   174   0.511276E+04  -0.400438E+02   0.174721E-03  -0.400438E+02   0.853951E+00  -0.603281E-06   0.174721E-03  -0.603281E-06   0.525873E-07
   175   0.513885E+04  -0.395277E+02   0.173180E-03  -0.395277E+02   0.844125E+00  -0.602372E-06   0.173180E-03  -0.602372E-06   0.522713E-07
   176   0.516444E+04  -0.389853E+02   0.171651E-03  -0.389853E+02   0.834319E+00  -0.600592E-06   0.171651E-03  -0.600592E-06   0.519581E-07
   177   0.518969E+04  -0.384178E+02   0.170134E-03  -0.384178E+02   0.824453E+00  -0.597953E-06   0.170134E-03  -0.597953E-06   0.516478E-07
