#    L    TT             EE             TE             PP             TP          
    75   0.193755E+04   0.375927E+00  -0.801753E+01   0.502510E+07   0.917884E+04
    76   0.196279E+04   0.389326E+00  -0.850920E+01   0.499523E+07   0.904823E+04
    77   0.198834E+04   0.402889E+00  -0.901132E+01   0.496531E+07   0.891983E+04
    78   0.201424E+04   0.416641E+00  -0.952529E+01   0.493534E+07   0.879307E+04
    79   0.204031E+04   0.430528E+00  -0.100473E+02   0.490535E+07   0.866739E+04
    80   0.206665E+04   0.444553E+00  -0.105787E+02   0.487536E+07   0.854221E+04
    81   0.209316E+04   0.458667E+00  -0.111200E+02   0.484539E+07   0.841721E+04
    82   0.211992E+04   0.472890E+00  -0.116701E+02   0.481545E+07   0.829296E+04
    83   0.214687E+04   0.487197E+00  -0.122287E+02   0.478556E+07   0.817024E+04
    84   0.217409E+04   0.501586E+00  -0.127937E+02   0.475572E+07   0.804985E+04
    85   0.220145E+04   0.516032E+00  -0.133663E+02   0.472596E+07   0.793260E+04
    86   0.222904E+04   0.530546E+00  -0.139454E+02   0.469628E+07   0.781909E+04
    87   0.225707E+04   0.545099E+00  -0.145301E+02   0.466669E+07   0.770921E+04
    88   0.228509E+04   0.559706E+00  -0.151206E+02   0.463721E+07   0.760264E+04
    89   0.231346E+04   0.574351E+00  -0.157185E+02   0.460782E+07   0.749907E+04
    90   0.234204E+04   0.588999E+00  -0.163209E+02   0.457856E+07   0.739821E+04
    91   0.237074E+04   0.603640E+00  -0.169287E+02   0.454941E+07   0.729978E+04
    92   0.239971E+04   0.618263E+00  -0.175412E+02   0.452038E+07   0.720366E+04
    93   0.242895E+04   0.632858E+00  -0.181583E+02   0.449148E+07   0.710980E+04
    94   0.245825E+04   0.647391E+00  -0.187787E+02   0.446272E+07   0.701811E+04
    95   0.248782E+04   0.661862E+00  -0.194031E+02   0.443408E+07   0.692854E+04
    96   0.251738E+04   0.676257E+00  -0.200308E+02   0.440558E+07   0.684099E+04
    97   0.254736E+04   0.690562E+00  -0.206611E+02   0.437722E+07   0.675542E+04
    98   0.257755E+04   0.704769E+00  -0.212917E+02   0.434900E+07   0.667173E+04
    99   0.260779E+04   0.718843E+00  -0.219259E+02   0.432093E+07   0.658987E+04
   100   0.263833E+04   0.732785E+00  -0.225590E+02   0.429300E+07   0.650976E+04
   101   0.266900E+04   0.746654E+00  -0.231940E+02   0.426523E+07   0.643133E+04
   102   0.270018E+04   0.760303E+00  -0.238289E+02   0.423761E+07   0.635451E+04
   103   0.273127E+04   0.773806E+00  -0.244644E+02   0.421015E+07   0.627923E+04
   104   0.276259E+04   0.787165E+00  -0.250975E+02   0.418285E+07   0.620542E+04
   105   0.279404E+04   0.800306E+00  -0.257297E+02   0.415571E+07   0.613300E+04
   106   0.282572E+04   0.813304E+00  -0.263605E+02   0.412875E+07   0.606190E+04
   107   0.285732E+04   0.826011E+00  -0.269882E+02   0.410195E+07   0.599206E+04
   108   0.288929E+04   0.838502E+00  -0.276136E+02   0.407532E+07   0.592340E+04
   109   0.292141E+04   0.850704E+00  -0.282355E+02   0.404887E+07   0.585585E+04
   110   0.295361E+04   0.862617E+00  -0.288521E+02   0.402260E+07   0.578934E+04
   111   0.298596E+04   0.874316E+00  -0.294652E+02   0.399651E+07   0.572381E+04
   112   0.301846E+04   0.885727E+00  -0.300739E+02   0.397060E+07   0.565924E+04
   113   0.305118E+04   0.896852E+00  -0.306767E+02   0.394488E+07   0.559562E+04
   114   0.308398E+04   0.907615E+00  -0.312729E+02   0.391934E+07   0.553293E+04
   115   0.311700E+04   0.918166E+00  -0.318625E+02   0.389398E+07   0.547117E+04
   116   0.315002E+04   0.928281E+00  -0.324446E+02   0.386880E+07   0.541032E+04
   117   0.318334E+04   0.938037E+00  -0.330186E+02   0.384381E+07   0.535038E+04
   118   0.321680E+04   0.947581E+00  -0.335851E+02   0.381900E+07   0.529133E+04
   119   0.325025E+04   0.956766E+00  -0.341420E+02   0.379437E+07   0.523316E+04
   120   0.328385E+04   0.965442E+00  -0.346891E+02   0.376993E+07   0.517586E+04
   121   0.331743E+04   0.973909E+00  -0.352265E+02   0.374567E+07   0.511943E+04
   122   0.335109E+04   0.981868E+00  -0.357535E+02   0.372159E+07   0.506384E+04
   123   0.338480E+04   0.989394E+00  -0.362699E+02   0.369769E+07   0.500910E+04
   124   0.341858E+04   0.996562E+00  -0.367728E+02   0.367398E+07   0.495518E+04
   125   0.345235E+04   0.100330E+01  -0.372645E+02   0.365046E+07   0.490208E+04
   126   0.348618E+04   0.100968E+01  -0.377441E+02   0.362711E+07   0.484979E+04
   127   0.351999E+04   0.101555E+01  -0.382109E+02   0.360395E+07   0.479829E+04
   128   0.355379E+04   0.102107E+01  -0.386642E+02   0.358098E+07   0.474758E+04
   129   0.358764E+04   0.102608E+01  -0.391031E+02   0.355818E+07   0.469765E+04
   130   0.362147E+04   0.103059E+01  -0.395269E+02   0.353557E+07   0.464847E+04
   131   0.365529E+04   0.103474E+01  -0.399372E+02   0.351315E+07   0.460006E+04
   132   0.368916E+04   0.103839E+01  -0.403309E+02   0.349091E+07   0.455238E+04
   133   0.372294E+04   0.104160E+01  -0.407103E+02   0.346885E+07   0.450543E+04
   134   0.375670E+04   0.104439E+01  -0.410710E+02   0.344697E+07   0.445919E+04
   135   0.379045E+04   0.104668E+01  -0.414161E+02   0.342527E+07   0.441366E+04
   136   0.382403E+04   0.104846E+01  -0.417417E+02   0.340374E+07   0.436881E+04
   137   0.385760E+04   0.104982E+01  -0.420503E+02   0.338240E+07   0.432465E+04
   138   0.389109E+04   0.105067E+01  -0.423403E+02   0.336123E+07   0.428114E+04
   139   0.392435E+04   0.105117E+01  -0.426111E+02   0.334023E+07   0.423829E+04
   140   0.395767E+04   0.105109E+01  -0.428634E+02   0.331941E+07   0.419608E+04
   141   0.399075E+04   0.105052E+01  -0.430950E+02   0.329876E+07   0.415449E+04
   142   0.402384E+04   0.104951E+01  -0.433067E+02   0.327828E+07   0.411352E+04
